Filename,PassSequence,OverOz,error
after_cleaned_train/linux-v0_1797_mntfunc_finit.ll,"['--inline', '--coro-cleanup', '--prune-eh', '--simplifycfg', '--forceattrs', '--loop-instsimplify', '--post-inline-ee-instrument', '--sroa', '--loop-data-prefetch']",34.48,
after_cleaned_train/linux-v0_17_calc_accumulated_sum_32.ll,"['--argpromotion', '--loop-versioning', '--mem2reg', '--loweratomic', '-loop-reduce', '--forceattrs', '--early-cse-memssa', '--simplifycfg', '--strip-nondebug', '--sancov', '--pgo-memop-opt', '--lcssa', '--instnamer', '--loop-fusion', '--ipsccp']",27.03,
after_cleaned_train/linux-v0_17_calc_converged_max.ll,"['--early-cse-memssa', '-loop-reduce', '--loop-vectorize', '--correlated-propagation', '--sroa', '--post-inline-ee-instrument', '--ipconstprop', '--simplifycfg']",29.73,
after_cleaned_train/linux-v0_17_calc_runnable_avg_yN_inv.ll,"['--indvars', '--loop-idiom', '--lower-expect', '--barrier', '--adce', '--lowerinvoke', '--sroa', '--aggressive-instcombine', '--loop-simplifycfg', '--gvn']",33.33,
after_cleaned_train/linux-v0_17_calc_runnable_avg_yN_sum.ll,"['--loop-instsimplify', '--mem2reg', '--prune-eh', '--early-cse-memssa', '--indvars', '--loop-versioning-licm', '--loop-reroll', '--jump-threading', '--gvn-hoist', '--alignment-from-assumptions']",30.95,
after_cleaned_train/linux-v0_1800_divert_init.ll,"['--argpromotion', '--constmerge', '--sroa', '--redundant-dbg-inst-elim', '--strip-dead-prototypes', '--dse', '--always-inline']",31.82,
after_cleaned_train/linux-v0_1806_copy_overflow.ll,"['--inferattrs', '--early-cse', '--mem2reg', '--loop-predication', '--lowerinvoke', '--jump-threading', '--coro-elide', '--licm', '--loop-fusion', '--instnamer', '--deadargelim', '--sroa', '--gvn', '--inline', '--inject-tli-mappings']",88.89,
after_cleaned_train/linux-v0_180_ulist_del.ll,"['--loop-instsimplify', '--redundant-dbg-inst-elim', '--sroa', '--gvn', '--loop-distribute', '--inline', '--ipconstprop', '--flattencfg', '--simplifycfg']",65.62,
after_cleaned_train/linux-v0_1813_i1480_est_init.ll,"['--ee-instrument', '--strip', '--mem2reg', '--newgvn', '--globalopt', '--attributor', '--jump-threading', '--sancov', '--bdce', '--loop-data-prefetch', '--slsr', '--loop-distribute']",53.85,
after_cleaned_train/linux-v0_1819_scsi_exit_sysctl.ll,"['--early-cse-memssa', '--loop-simplify', '--mergereturn', '--gvn-hoist', '--loop-distribute', '--ipsccp', '--hotcoldsplit', '--gvn', '--loop-instsimplify', '--separate-const-offset-from-gep', '--lower-expect', '--slsr', '--partial-inliner', '--reassociate', '--globaldce']",0.0,
after_cleaned_train/linux-v0_1819_scsi_init_sysctl.ll,"['--guard-widening', '--callsite-splitting', '--loop-unroll', '--instcombine', '--loop-rotate', '--always-inline', '--irce', '--strip-dead-prototypes', '--loop-sink', '--instnamer', '--pgo-memop-opt', '--simplifycfg', '--lower-matrix-intrinsics', '--die', '--loop-distribute']",58.33,
after_cleaned_train/linux-v0_1822_copy_overflow.ll,"['--lower-guard-intrinsic', '--mergefunc', '--break-crit-edges', '--newgvn', '--jump-threading', '--rewrite-statepoints-for-gc', '--functionattrs', '--sroa', '--globaldce', '--dce', '--sancov']",88.89,
after_cleaned_train/linux-v0_1826_msgqueue_flush.ll,"['--infer-address-spaces', '--mem2reg', '--correlated-propagation', '--gvn', '--dce', '--post-inline-ee-instrument', '--loop-load-elim', '--mergeicmps']",55.56,
after_cleaned_train/linux-v0_1826_msgqueue_initialise.ll,"['--called-value-propagation', '--forceattrs', '--strip', '--instcombine', '--lower-expect', '--mem2reg', '--coro-elide', '--early-cse-memssa', '--loop-reroll', '--lower-matrix-intrinsics', '--rpo-functionattrs', '--ipconstprop', '--simplifycfg']",53.66,
after_cleaned_train/linux-v0_1826_msgqueue_msglength.ll,"['--constprop', '--consthoist', '--inferattrs', '--mem2reg', '--instcombine', '--lcssa', '--scalarizer', '--correlated-propagation', '--loop-idiom', '--gvn', '--sroa', '--loop-data-prefetch']",59.38,
after_cleaned_train/linux-v0_1833_svnic_intr_alloc.ll,"['--lowerswitch', '--loop-simplify', '--mem2reg', '--break-crit-edges', '--coro-elide', '--jump-threading', '--loop-versioning-licm', '--early-cse-memssa', '--slp-vectorizer', '--attributor', '--strip-debug-declare', '--dce']",60.0,
after_cleaned_train/linux-v0_1833_svnic_intr_init.ll,"['--mergereturn', '--instcombine', '--load-store-vectorizer', '--newgvn', '--gvn-hoist', '--deadargelim', '--lower-widenable-condition', '--loop-fusion', '--sroa', '--loop-sink', '--dce']",52.78,
after_cleaned_train/linux-v0_1834_svnic_cq_clean.ll,"['--mem2reg', '--strip', '--load-store-vectorizer', '--separate-const-offset-from-gep', '--early-cse-memssa', '--slp-vectorizer', '--globalsplit']",36.67,
after_cleaned_train/linux-v0_1835_copy_overflow.ll,"['--strip', '--mem2reg', '--mergefunc', '--slsr', '--early-cse-memssa', '--reg2mem', '--strip-nondebug', '--instsimplify', '--loop-data-prefetch', '--loop-guard-widening', '--simplifycfg']",88.89,
after_cleaned_train/linux-v0_1856_sci_unsolicited_frame_control_get_buffer.ll,"['--loop-predication', '--instcombine', '--correlated-propagation', '--functionattrs', '--sroa', '--strip-debug-declare', '--sancov', '--barrier', '--flattencfg', '--simplifycfg']",65.38,
after_cleaned_train/linux-v0_1856_sci_unsolicited_frame_control_get_header.ll,"['--coro-early', '--mldst-motion', '--mem2reg', '--instcombine', '--loop-predication', '--constmerge', '--coro-split', '--lower-expect', '--strip', '--loop-idiom', '--reassociate', '--simplifycfg']",60.71,
after_cleaned_train/linux-v0_1869_fnic_wq_disable.ll,"['--partially-inline-libcalls', '--called-value-propagation', '--loop-instsimplify', '--lowerswitch', '--loop-rotate', '--early-cse-memssa', '--jump-threading', '--slp-vectorizer', '--functionattrs', '--sroa', '--libcalls-shrinkwrap', '--loop-load-elim', '--loop-data-prefetch', '--simplifycfg']",41.03,
after_cleaned_train/linux-v0_1869_fnic_wq_free.ll,"['--ipsccp', '--aggressive-instcombine', '--mem2reg', '--instcombine', '--loop-rotate', '--sink', '--licm', '--gvn-hoist', '--always-inline', '--lower-widenable-condition', '--coro-cleanup', '--gvn', '--globaldce', '--barrier', '--loop-load-elim']",55.0,
after_cleaned_train/linux-v0_1883_queued_spin_unlock.ll,"['--loop-deletion', '--dse', '--insert-gcov-profiling', '--libcalls-shrinkwrap', '--hotcoldsplit', '--bdce', '--reassociate', '--tailcallelim', '--instcombine', '--mergeicmps', '--ee-instrument', '--consthoist']",80.0,
after_cleaned_train/linux-v0_1892_slim_fill_msg.ll,"['--rewrite-statepoints-for-gc', '--mem2reg', '--loop-simplify', '--correlated-propagation', '--ipconstprop', '--functionattrs']",59.38,
after_cleaned_train/linux-v0_189_get_idle_time.ll,"['--tailcallelim', '--callsite-splitting', '--ee-instrument', '--instcombine', '--memcpyopt', '--jump-threading', '--loop-versioning-licm', '--lower-widenable-condition', '--sroa', '--lower-matrix-intrinsics', '--simplifycfg']",61.7,
after_cleaned_train/linux-v0_189_get_iowait_time.ll,"['--partially-inline-libcalls', '--lowerswitch', '--mem2reg', '--instcombine', '--constmerge', '--jump-threading', '--attributor', '--loop-simplifycfg', '--reassociate', '--sancov', '--simple-loop-unswitch', '--simplifycfg']",61.7,
after_cleaned_train/linux-v0_1930_arch_local_irq_disable.ll,"['--alignment-from-assumptions', '--instcombine', '--jump-threading', '--lower-expect', '--loop-rotate', '--loop-interchange', '--loop-sink', '--pgo-memop-opt', '--rpo-functionattrs', '--mergeicmps']",78.26,
after_cleaned_train/linux-v0_1930_arch_local_irq_restore.ll,"['--consthoist', '--strip-dead-prototypes', '--constprop', '--instcombine', '--globaldce', '--loop-distribute', '--loop-deletion', '--coro-early']",80.77,
after_cleaned_train/linux-v0_1930_arch_local_save_flags.ll,"['--canonicalize-aliases', '--loop-predication', '--early-cse-memssa', '--lowerswitch', '--hotcoldsplit', '--coro-early', '--elim-avail-extern', '--mem2reg', '--memcpyopt', '--loop-sink', '--lower-constant-intrinsics', '--consthoist']",83.78,
after_cleaned_train/linux-v0_1937_arch_atomic64_read.ll,"['--adce', '--loop-distribute', '--mem2reg', '--constprop', '--separate-const-offset-from-gep', '--coro-split', '--lower-widenable-condition', '--jump-threading', '--libcalls-shrinkwrap', '--aggressive-instcombine', '--gvn', '--loop-reroll', '--ipsccp', '--loop-deletion', '--instcombine']",94.83,
after_cleaned_train/linux-v0_1937_queued_spin_unlock.ll,"['--strip', '--instcombine', '--loweratomic', '--loop-instsimplify', '--loop-vectorize', '--jump-threading', '--dse', '--guard-widening', '--strip-debug-declare', '--gvn', '--mergereturn', '--consthoist', '--always-inline', '--loop-predication']",80.0,
after_cleaned_train/linux-v0_1939_queued_spin_unlock.ll,"['--mem2reg', '--hotcoldsplit', '--constmerge', '--inject-tli-mappings', '--instcombine', '--loop-load-elim', '--indvars', '--loop-unroll-and-jam', '--loop-simplify']",80.0,
after_cleaned_train/linux-v0_1948___ucmpdi2.ll,"['--coro-split', '--break-crit-edges', '--loop-rotate', '--jump-threading', '--gvn-hoist', '--argpromotion', '--lower-widenable-condition', '--sroa', '--bdce', '--simplifycfg']",71.19,
after_cleaned_train/linux-v0_1958_unregister_intf_hdl.ll,"['--loop-versioning-licm', '--die', '--sroa', '--ipsccp', '--break-crit-edges', '--coro-elide', '--simple-loop-unswitch', '--loop-deletion', '--slp-vectorizer', '--coro-cleanup', '--inline', '--attributor', '--partially-inline-libcalls', '--jump-threading']",40.0,
after_cleaned_train/linux-v0_1963_swPanelPowerSequence.ll,"['--tailcallelim', '--instcombine', '--newgvn', '--loweratomic', '--deadargelim', '--functionattrs', '--gvn', '--libcalls-shrinkwrap', '--sroa']",68.18,
after_cleaned_train/linux-v0_1964_dviInit.ll,"['--called-value-propagation', '--forceattrs', '--mem2reg', '--memcpyopt', '--loop-versioning', '--gvn-hoist', '--lower-widenable-condition', '--loop-idiom', '--gvn', '--partial-inliner', '--loop-guard-widening', '--simplifycfg']",83.67,
after_cleaned_train/linux-v0_1_queued_spin_unlock.ll,"['--mem2reg', '--loop-load-elim', '--loop-idiom', '--inferattrs', '--strip-debug-declare', '--nary-reassociate', '--redundant-dbg-inst-elim', '--globaldce', '--called-value-propagation', '--loop-rotate', '--sink', '--newgvn', '--lower-matrix-intrinsics', '--slsr']",80.0,
after_cleaned_train/linux-v0_2014_arch_local_irq_enable.ll,"['--strip-dead-prototypes', '--die', '--loop-instsimplify', '--dse', '--loop-versioning-licm', '--alignment-from-assumptions']",78.26,
after_cleaned_train/linux-v0_2014_queued_spin_unlock.ll,"['--separate-const-offset-from-gep', '-loop-reduce', '--slsr', '--instcombine', '--loop-simplifycfg', '--reassociate', '--loop-fusion', '--break-crit-edges', '--memcpyopt', '--indvars', '--strip-dead-prototypes', '--globalsplit']",80.0,
after_cleaned_train/linux-v0_2076_queued_spin_unlock.ll,"['--canonicalize-aliases', '--simple-loop-unswitch', '--partial-inliner', '--sroa', '--newgvn', '--early-cse-memssa', '--strip-debug-declare']",80.0,
after_cleaned_train/linux-v0_2080_dcn_bw_log.ll,"['--elim-avail-extern', '--consthoist', '--sccp', '--lower-expect', '--load-store-vectorizer', '--lcssa', '--indvars', '--loop-distribute', '--sroa', '--libcalls-shrinkwrap', '--instsimplify', '--div-rem-pairs', '--gvn', '--loop-data-prefetch', '--simplifycfg']",61.02,
after_cleaned_train/linux-v0_2080_dcn_bw_pow.ll,"['--forceattrs', '--mem2reg', '--coro-split', '--newgvn', '--loop-versioning', '--attributor', '--jump-threading', '--loop-simplifycfg', '--coro-cleanup', '--partial-inliner', '--dce', '--ipconstprop', '--loop-distribute']",55.1,
after_cleaned_train/linux-v0_2131_arch_local_irq_enable.ll,"['--sroa', '--loop-data-prefetch', '--irce', '--loop-versioning-licm', '--prune-eh', '--constprop', '--adce', '--loop-guard-widening', '--rewrite-statepoints-for-gc', '--gvn-hoist', '--loop-idiom', '-loop-reduce', '--sccp']",78.26,
after_cleaned_train/linux-v0_2131_queued_spin_unlock.ll,"['--mem2reg', '--always-inline', '--slsr', '--loop-guard-widening', '--coro-cleanup', '--loop-rotate', '--sancov', '-loop-reduce', '--early-cse']",80.0,
after_cleaned_train/linux-v0_2133_broadcom_postcore_init.ll,"['--callsite-splitting', '--inferattrs', '--sccp', '--mem2reg', '--instcombine', '--nary-reassociate', '--separate-const-offset-from-gep', '--loop-rotate', '--hotcoldsplit', '--scalarizer', '--loop-idiom', '--loop-sink', '--sroa', '--inject-tli-mappings', '--simplifycfg']",64.58,
after_cleaned_train/linux-v0_2155_l3cc_combine.ll,"['--loop-instsimplify', '--loop-simplify', '--coro-early', '--lower-expect', '--lower-constant-intrinsics', '--constmerge', '--instcombine', '--newgvn', '--loop-versioning', '--indvars', '--gvn', '--strip-debug-declare', '--sroa', '--instsimplify', '--globalsplit']",51.85,
after_cleaned_train/linux-v0_2161_kref_get.ll,"['--loop-rotate', '--memcpyopt', '--coro-elide', '--deadargelim', '--instcombine', '--div-rem-pairs', '--gvn', '--loop-fusion', '--redundant-dbg-inst-elim']",72.73,
after_cleaned_train/linux-v0_2161_kref_put.ll,"['--coro-early', '--mem2reg', '--instcombine', '--separate-const-offset-from-gep', '--jump-threading', '--float2int', '--instnamer', '--rpo-functionattrs', '--gvn', '--globaldce', '--mergeicmps', '--name-anon-globals', '--dce', '--loop-interchange']",57.69,
after_cleaned_train/linux-v0_2164_kref_put.ll,"['--cross-dso-cfi', '--aggressive-instcombine', '--mem2reg', '--instcombine', '--lcssa', '--globalopt', '--sink', '--jump-threading', '--deadargelim', '--functionattrs', '--sroa', '--sancov', '--strip-nondebug', '--add-discriminators']",57.69,
after_cleaned_train/linux-v0_216_queued_read_unlock.ll,"['--pgo-memop-opt', '--loop-distribute', '--cross-dso-cfi', '--deadargelim', '--correlated-propagation', '--aggressive-instcombine', '--redundant-dbg-inst-elim', '--loop-simplify', '--hotcoldsplit', '--infer-address-spaces', '--mem2reg', '--loop-unroll-and-jam', '--loop-guard-widening', '--instcombine']",87.5,
after_cleaned_train/linux-v0_216_queued_spin_unlock.ll,"['--slsr', '--coro-cleanup', '--nary-reassociate', '--pgo-memop-opt', '--instcombine', '--coro-elide', '--partial-inliner', '--indvars', '--globalsplit', '--newgvn', '--loop-versioning-licm']",80.0,
after_cleaned_train/linux-v0_2175_strcmp.ll,"['--guard-widening', '--instcombine', '--jump-threading', '-loop-reduce', '--loop-versioning-licm', '--deadargelim', '--rpo-functionattrs', '--gvn', '--sroa', '--instsimplify', '--insert-gcov-profiling', '--loop-simplifycfg', '--strip-debug-declare', '--loop-guard-widening', '--simplifycfg']",62.75,
after_cleaned_train/linux-v0_2186_HYPERVISOR_update_va_mapping.ll,"['--coro-early', '--loop-idiom', '--mergereturn', '--prune-eh', '--simple-loop-unswitch', '--pgo-memop-opt', '--inferattrs', '--gvn-hoist', '--hotcoldsplit', '--ee-instrument', '--instcombine', '--sroa', '--tailcallelim', '--globalopt', '--barrier']",86.27,
after_cleaned_train/linux-v0_2186___pfn_to_mfn.ll,"['--mldst-motion', '--mem2reg', '--lower-expect', '--lcssa', '--jump-threading', '--sink', '--gvn', '--instsimplify']",60.42,
after_cleaned_train/linux-v0_2186_arch_local_save_flags.ll,"['--alignment-from-assumptions', '--reg2mem', '--loop-deletion', '--redundant-dbg-inst-elim', '--sroa', '--post-inline-ee-instrument', '--gvn', '--sccp', '--deadargelim', '--partial-inliner', '--newgvn']",83.78,
after_cleaned_train/linux-v0_218_qfprom_reg_read.ll,"['--loop-instsimplify', '--elim-avail-extern', '--aggressive-instcombine', '--mem2reg', '--instcombine', '--coro-split', '--dse', '--loweratomic', '--slp-vectorizer', '--sroa', '--globaldce', '--reassociate', '--name-anon-globals', '--simplifycfg', '--loop-interchange']",55.56,
after_cleaned_train/linux-v0_218_qfprom_reg_write.ll,"['--globaldce', '--pgo-memop-opt', '--bdce', '--mergefunc', '--loop-reroll', '--constprop', '--mem2reg', '--coro-split']",53.33,
after_cleaned_train/linux-v0_2204_cpufreq_stats_clear_table.ll,"['--instnamer', '--lower-matrix-intrinsics', '--alignment-from-assumptions', '--mem2reg', '-loop-reduce', '--slsr', '--rpo-functionattrs', '--inject-tli-mappings', '--adce', '--scalarizer']",36.36,
after_cleaned_train/linux-v0_2204_cpufreq_stats_update.ll,"['--nary-reassociate', '--gvn', '--correlated-propagation', '--loop-data-prefetch', '--ipsccp', '--mergeicmps', '--constmerge', '--instcombine', '--loop-load-elim', '--strip-debug-declare', '--globalopt', '--mergefunc', '--name-anon-globals', '--newgvn']",55.26,
after_cleaned_train/linux-v0_2204_queued_spin_unlock.ll,"['--lowerswitch', '--lower-matrix-intrinsics', '--instcombine', '--coro-cleanup', '--rewrite-statepoints-for-gc', '--rpo-functionattrs', '--scalarizer', '--functionattrs', '--slsr']",80.0,
after_cleaned_train/linux-v0_2225_exynos_lpass_core_sw_reset.ll,"['--tailcallelim', '--consthoist', '--prune-eh', '--sink', '--sroa', '--strip-debug-declare', '--gvn']",41.94,
after_cleaned_train/linux-v0_2225_exynos_lpass_enable.ll,"['--elim-avail-extern', '--forceattrs', '--sroa', '--gvn', '--div-rem-pairs']",42.86,
after_cleaned_train/linux-v0_2229_array3_size.ll,"['--infer-address-spaces', '--sccp', '--strip', '--instcombine', '--loop-interchange', '--globalopt', '--coro-elide', '--indvars', '--loop-vectorize', '--loop-versioning-licm', '--attributor', '--alignment-from-assumptions', '--sroa', '--dce', '--simplifycfg']",86.96,
after_cleaned_train/linux-v0_2229_cpcap_sense_irq.ll,"['--mldst-motion', '--aggressive-instcombine', '--early-cse', '--instcombine', '--mem2reg', '--lower-constant-intrinsics', '--scalarizer', '--correlated-propagation', '--sroa', '--coro-cleanup', '--instsimplify', '--insert-gcov-profiling', '--strip-nondebug', '--globaldce', '--simplifycfg']",57.69,
after_cleaned_train/linux-v0_2241_si476x_core_element_is_in_range.ll,"['--ipsccp', '--early-cse', '--sccp', '--mem2reg', '--instcombine', '--lowerinvoke', '--loop-versioning', '--early-cse-memssa', '--attributor', '--sink', '--newgvn', '--instnamer', '--redundant-dbg-inst-elim', '--div-rem-pairs', '--simplifycfg']",64.58,
after_cleaned_train/linux-v0_2242_tmio_core_mmc_enable.ll,"['--inject-tli-mappings', '--gvn', '--consthoist', '--globalopt', '--inline', '--loweratomic', '--simplifycfg', '--pgo-memop-opt', '--barrier', '--coro-split', '--adce', '--dse']",48.08,
after_cleaned_train/linux-v0_2250_set_magic_time.ll,"['--ee-instrument', '--loop-simplifycfg', '--aggressive-instcombine', '--strip-debug-declare', '--instcombine', '--mergeicmps', '--gvn', '--nary-reassociate', '--loop-idiom', '--loop-simplify', '--gvn-hoist', '--separate-const-offset-from-gep', '--coro-cleanup', '--early-cse-memssa']",53.7,
after_cleaned_train/linux-v0_2250_show_file_hash.ll,"['--tailcallelim', '--constprop', '--mergereturn', '--early-cse', '--inferattrs', '--mem2reg', '--mergefunc', '--early-cse-memssa', '--jump-threading', '--sroa', '--globaldce', '--inline']",54.35,
after_cleaned_train/linux-v0_2257_regmap_mmio_free_context.ll,"['--mergereturn', '--mem2reg', '--lower-expect', '--constmerge', '--newgvn', '--jump-threading', '--strip-debug-declare', '--name-anon-globals']",43.33,
after_cleaned_train/linux-v0_225_queued_spin_unlock.ll,"['--coro-cleanup', '--functionattrs', '--lower-constant-intrinsics', '--strip-debug-declare', '--lower-guard-intrinsic', '--correlated-propagation', '--redundant-dbg-inst-elim', '--mem2reg', '--div-rem-pairs', '--loop-versioning-licm', '--instnamer', '--adce', '--bdce', '--loop-sink', '--insert-gcov-profiling']",80.0,
after_cleaned_train/linux-v0_2269_queued_spin_unlock.ll,"['--inject-tli-mappings', '--instcombine', '--deadargelim', '--loop-sink', '--forceattrs', '--loop-instsimplify', '--dce', '--loop-reroll', '--indvars', '--strip-dead-prototypes', '--consthoist']",80.0,
after_cleaned_train/linux-v0_2284_display_timings_release.ll,"['--infer-address-spaces', '--lower-guard-intrinsic', '--mem2reg', '--coro-split', '--early-cse-memssa', '--loweratomic', '--loop-deletion', '--indvars', '--lower-widenable-condition', '--sroa', '--globaldce', '--dce', '--barrier', '--die', '--simplifycfg']",42.5,
after_cleaned_train/linux-v0_2295_gx_restore_regs.ll,"['--loop-predication', '--instcombine', '--mem2reg', '--memcpyopt', '--loop-rotate', '--sink', '--loop-deletion', '--always-inline', '--globaldce', '--insert-gcov-profiling', '--globalsplit', '--slsr', '--simplifycfg']",53.33,
after_cleaned_train/linux-v0_2295_gx_set_dotpll.ll,"['--loop-predication', '--mem2reg', '--loop-interchange', '--memcpyopt', '--nary-reassociate', '--newgvn', '--loop-rotate', '--loop-vectorize', '--deadargelim', '--gvn', '--loop-load-elim', '--lower-matrix-intrinsics', '--simplifycfg']",62.0,
after_cleaned_train/linux-v0_2307_copy_overflow.ll,"['--partially-inline-libcalls', '--infer-address-spaces', '--loop-unroll', '--coro-early', '--mldst-motion', '--mem2reg', '--early-cse', '--load-store-vectorizer', '--nary-reassociate', '--loop-vectorize', '--loop-unswitch', '--functionattrs', '--strip-nondebug', '--globalsplit', '--simplifycfg']",88.89,
after_cleaned_train/linux-v0_2308_rotate_ccw.ll,"['--consthoist', '--forceattrs', '--mem2reg', '--instcombine', '--loop-predication', '--jump-threading', '--loop-simplifycfg', '--loop-idiom', '--dce', '--loop-distribute', '--ipconstprop', '--simplifycfg']",63.38,
after_cleaned_train/linux-v0_2308_rotate_cw.ll,"['--guard-widening', '--loop-simplify', '--mem2reg', '--memcpyopt', '--early-cse-memssa', '--loop-versioning-licm', '--loop-reroll', '--canonicalize-aliases', '--coro-cleanup', '--sancov', '--name-anon-globals', '--post-inline-ee-instrument', '--simplifycfg']",61.97,
after_cleaned_train/linux-v0_2308_rotate_ud.ll,"['--mem2reg', '--instcombine', '--speculative-execution', '--coro-split', '--newgvn', '--strip-dead-prototypes', '--alignment-from-assumptions', '--loop-data-prefetch', '--simplifycfg']",60.61,
after_cleaned_train/linux-v0_2310_store_iplan2_masked.ll,"['--speculative-execution', '--mergefunc', '--newgvn', '--jump-threading', '--rewrite-statepoints-for-gc', '--argpromotion', '--adce', '--instnamer', '--float2int', '--gvn', '--sroa', '--loop-load-elim', '--simple-loop-unswitch', '--inline']",62.07,
after_cleaned_train/linux-v0_2325___copy_kernel_to_fpregs.ll,"['--constprop', '--bdce', '--div-rem-pairs', '--always-inline', '--loop-interchange', '--gvn', '--simplifycfg', '--called-value-propagation', '--mem2reg', '--partially-inline-libcalls', '--instsimplify']",68.57,
after_cleaned_train/linux-v0_2325_copy_kernel_to_xregs.ll,"['--ee-instrument', '--cross-dso-cfi', '--sancov', '--instcombine', '--instsimplify', '--callsite-splitting', '--div-rem-pairs', '--barrier', '--nary-reassociate', '--loop-distribute', '--called-value-propagation', '--coro-cleanup', '--float2int']",73.68,
after_cleaned_train/linux-v0_2325_ex_has_fault_handler.ll,"['--consthoist', '--mldst-motion', '--early-cse', '--lower-guard-intrinsic', '--instcombine', '--speculative-execution', '--lcssa', '--early-cse-memssa', '--indvars', '--jump-threading', '--loop-unswitch', '--strip-dead-prototypes', '--loop-simplifycfg', '--gvn', '--loop-guard-widening']",63.64,
after_cleaned_train/linux-v0_2325_fixup_exception.ll,"['--lcssa', '--loop-guard-widening', '--sroa', '--mergereturn', '--jump-threading', '--early-cse', '--loop-versioning-licm', '--loop-fusion', '--coro-elide', '--instnamer', '--newgvn', '--lower-expect']",63.33,
after_cleaned_train/linux-v0_2325_halt.ll,"['--lower-matrix-intrinsics', '--bdce', '--infer-address-spaces', '--instcombine', '--lower-expect', '--gvn', '--prune-eh', '--sancov', '--simplifycfg', '--loop-unroll-and-jam', '--loop-deletion', '--loop-reroll', '--always-inline', '--loop-predication', '--newgvn']",82.76,
after_cleaned_train/linux-v0_2338_arch_local_irq_enable.ll,"['--coro-early', '--early-cse', '--dse', '--sccp', '--loweratomic']",78.26,
after_cleaned_train/linux-v0_2338_queued_spin_unlock.ll,"['--loop-interchange', '--gvn-hoist', '--loop-idiom', '--lcssa', '--strip-debug-declare', '--mergefunc', '--loop-simplifycfg', '--lower-expect', '--loweratomic', '--lowerinvoke', '--instcombine', '--lower-matrix-intrinsics']",80.0,
after_cleaned_train/linux-v0_2341_queued_spin_unlock.ll,"['--callsite-splitting', '--mergeicmps', '--strip', '--loop-interchange', '--mem2reg', '--break-crit-edges', '--early-cse-memssa', '--loop-unswitch']",80.0,
after_cleaned_train/linux-v0_2351_copy_overflow.ll,"['--loop-unroll', '--lower-guard-intrinsic', '--newgvn', '--early-cse-memssa', '--jump-threading', '--gvn-hoist', '--functionattrs', '--canonicalize-aliases', '--sroa', '--globalsplit', '--lower-matrix-intrinsics', '--simplifycfg']",88.89,
after_cleaned_train/linux-v0_2358_queued_spin_unlock.ll,"['--tailcallelim', '--simple-loop-unswitch', '--loop-simplify', '--loop-predication', '--instcombine', '--hotcoldsplit']",80.0,
after_cleaned_train/linux-v0_2378_numachip_timer_init.ll,"['--infer-address-spaces', '--lower-guard-intrinsic', '--mem2reg', '--instcombine', '--coro-split', '--loop-versioning', '--loop-deletion', '--slp-vectorizer', '--functionattrs', '--gvn', '--pgo-memop-opt', '--partial-inliner', '--simplifycfg', '--loop-distribute']",33.33,
after_cleaned_train/linux-v0_2378_numachip_timer_interrupt.ll,"['--rewrite-statepoints-for-gc', '--loop-versioning-licm', '--bdce', '--early-cse', '--jump-threading', '--lower-constant-intrinsics', '--loop-instsimplify', '--strip-nondebug', '--called-value-propagation', '--slsr', '--loop-data-prefetch', '--coro-early', '--mem2reg']",75.0,
after_cleaned_train/linux-v0_2380_acpi_pm_need_workaround.ll,"['--reg2mem', '--inject-tli-mappings', '--scalarizer', '--lower-expect', '--sancov', '--loop-idiom', '--reassociate', '--sccp', '--loop-unroll-and-jam', '--instnamer', '--instsimplify', '--consthoist', '--pgo-memop-opt']",0.0,
after_cleaned_train/linux-v0_2380_acpi_pm_read_verified.ll,"['--loop-instsimplify', '--loop-unroll', '--mem2reg', '--lower-expect', '--loop-rotate', '--early-cse-memssa', '--jump-threading', '--alignment-from-assumptions', '--sancov', '--instsimplify', '--div-rem-pairs']",67.35,
after_cleaned_train/linux-v0_23_mxm_wmi_call_mxds.ll,"['--lowerswitch', '--mem2reg', '--memcpyopt', '--loop-unroll-and-jam', '--loop-versioning', '--loweratomic', '--float2int', '--argpromotion', '-loop-reduce', '--loop-idiom', '--gvn', '--sroa', '--simplifycfg', '--loop-interchange']",42.42,
after_cleaned_train/linux-v0_23_mxm_wmi_call_mxmx.ll,"['--tailcallelim', '--prune-eh', '--loop-predication', '--mem2reg', '--nary-reassociate', '--newgvn', '--loweratomic', '--rewrite-statepoints-for-gc', '--jump-threading', '--correlated-propagation', '--redundant-dbg-inst-elim', '--gvn', '--sroa', '--dce', '--die']",45.45,
after_cleaned_train/linux-v0_2400___ia32_sys_mmap.ll,"['--ee-instrument', '--partially-inline-libcalls', '--consthoist', '--lower-expect', '--barrier', '--newgvn', '--instcombine', '--coro-early']",41.18,
after_cleaned_train/linux-v0_2405_iproc_nand_intc_ack.ll,"['--cross-dso-cfi', '--early-cse', '--mem2reg', '--instcombine', '--mergefunc', '--lower-constant-intrinsics', '--jump-threading', '--add-discriminators', '--loop-versioning-licm']",70.0,
after_cleaned_train/linux-v0_2419_acpi_smbus_callback.ll,"['--lowerswitch', '--early-cse', '--loop-predication', '--separate-const-offset-from-gep', '--loop-unroll-and-jam', '--loweratomic', '--rewrite-statepoints-for-gc', '--loop-fusion', '--adce', '--lower-widenable-condition', '--functionattrs', '--sroa', '--coro-cleanup', '--ipconstprop', '--simplifycfg']",50.0,
